0,1,2
胸腔积液,症状,病情描述发病时间、主要症状、症状变化等）：医生的病情简介：于2006年发病，近期发现双侧腹股沟淋巴结肿大，住院后查胸片双肺渗出病变，较前吸收，左侧<entity>。肝胆B超：脾内多发实质占位病变，腹腔B超：腹膜后多发实质占位病变，泌尿糸B超过：左肾实质占位病变，厅肾积水。腹部及盆腔CT：心前喑隙、腹面腔、腹膜后、盆腔及双侧腹股沟多发肿大淋巴结。2月25日进行淋巴结活检术，病理结果：弥漫大B淋巴瘤。曾经治疗情况和效果：进行了8次化疗后肿大淋巴结消退，想得到怎样的帮助：中山医院是否可医治，谢谢
胸腔积液,症状,岁间断胸闷、心慌1月余纳差10余天加重并腹痛2天患者有乙型肝炎2年检查示大三阳否认既往有结核病史曾经治疗情况和效果：在当地医院在多家医院诊疗1月余未找出病因按照结合给予实验性治疗并行心包穿刺抽出暗红色血性液并有大量<entity>呈茶色本次入我院检查发现大量心包积液左侧胸腔大量、右侧中量<entity>化验示乙型肝炎大三阳肝功能极差入院时谷丙转氨酶398U/L谷草转氨酶1180U/L心肌酶高血小板低20&times;109/L（10的9次方）给予行心包及左侧胸腔穿刺穿刺留置细引流管2天间断引流出心包内暗红色血性液2000ml<entity>（茶色）2000ml并给予输红细胞、血浆、冷沉淀及血小板治疗及对症治疗患者感症状减轻但仍有大量暗红色血性液引出左侧<entity>基本消失肝功能仍较差化验提示CA-125高其余未发现明显异常抗结核抗体阴性甲胎蛋白及癌胚抗原均阴性想得到怎样的帮助：患者为何种疾病及诊疗方法？（）
胸腔积液,症状,风湿病引起的<entity>的症状有哪些
胸腔积液,症状,8月份体检做胸透说有阴影但是什么症状也没有因为不放心12月7日做了CT检查医生说的很害怕这几天就开始感觉胸闷了也有点疼了二十年前得过结核性胸膜炎做过手术中间什么问题也没有CT描述：胸廓两侧基本对称右肺中叶内侧段见结节影边界可余肺纹理清晰走行正常肺野内未见明显病变肺门影不大气管纵膈居中心脏及大血管未见异常未见明显胸膜肥厚及<entity>请问这是肺癌早期吗？
胸腔积液,症状,病情描述发病时间、主要症状、症状变化等）：今年五月份至八月份咳嗽，后来盗汗胸闷，九月初确诊结核性胸膜炎伴<entity>，，在上海浦东新区肺科医院住院，其中醋酸泼尼松片四片每天吃了一个半月，三片、两片每天、一片每天各吃了半个月左右，现在医生让隔天吃一片十天。请问然后可以直接停药了吗？当时复诊忘记问这个问题曾经治疗情况和效果：胸膜炎伴积水，曾住院治疗一个月，出院时1CM积水，复诊几次水分别为0.6，0，0，肝功正常。现在吃药三个月了。有点胸膜增厚无其他明显不适。无过敏、遗传病史。想得到怎样的帮助：醋酸泼尼松隔天一片十天后还用再吃吗？
胸腔积液,症状,我有包心积液和<entity>是怎么引起的怎么对症下药曾经治疗情况和效果：拍CT想得到怎样的帮助：请告诉我这个症状的发病原因怎么治疗（）
胸腔积液,症状,<entity>有哪些症状？
胸腔积液,症状,10天前因感冒后出现咳嗽、气短症状并伴全身乏力不思饮食精神差二便一般消瘦体型10天前发病曾在私人门诊按感冒输液3天效果不佳10年前得过结核性胸膜炎曾经治疗情况和效果：胸片及肺CT检查提示：左肺感染及左侧<entity>血尿常规正常血生化基本正常；给予阿莫西林舒巴坦4.5左氧氟沙星0.2及支持治疗；并行胸穿当日晚出现颈部疼痛不适第二日出现胸部及背部广泛皮下气肿胸部透视未发现有气胸曾用注射器抽气2次效果一般；现患者气短较前加重且疼痛明显想得到怎样的帮助：请问皮下气肿的原因及下一步该如何治疗是否有产气杆菌产气？（
胸腔积液,症状,隔壁邻居最近经常出现呼吸音减弱、气管和纵隔移位、渗出性胸水、血性胸水、胸闷、胸水等症状表现到医院就诊被诊断为老年人<entity>与胸膜炎我想请问一下？曾经治疗情况和效果：老年人<entity>与胸膜炎是怎么引起的？（）
胸腔积液,症状,老年人<entity>的症状表现是什么
胸腔积液,症状,<entity>是什么原因引起的？常见症状有哪些？
胸腔积液,症状,全部症状：结核性胸膜炎患者的<entity>完全吸收后，可不可以马上上学读书？发病时间及原因：治疗情况：
胸腔积液,症状,<entity>的症状没有症状
胸腔积液,症状,病情描述发病时间、主要症状、症状变化等）：如何治疗坠积性肺炎【伴有老年型基础病如糖尿病，脑梗等】现已做气切炎症反复今年三月底发病表现为咳嗽有痰【夜间加重】，全身逐渐无力，意识处朦胧状态【肾性贫血】体温37.5左右，饮食不佳常有饱胀感，双下肢轻度浮肿，双手背肿胀【燕化医院】曾经治疗情况和效果：1静脉注射多种抗生素【已抗体】2补充白蛋白鼻刺营养液【青霉素过敏】无家族史【胸ct结果1双下肺被动型肺不张合并感染2双侧<entity>，右侧叶间积液3胸主动脉及冠状动脉壁钙化，心脏增大想得到怎样的帮助：1病因2治疗方案【含中医】
胸腔积液,症状,<entity>是什么原因引起的常见症状有哪些
胸腔积液,症状,病情描述发病时间、主要症状、症状变化等）：请问结核性胸膜炎脓肿需要开刀吗？开刀容易愈合吗？1.体温正常。2.吃抗结核药时，饮食不太正常，不想吃东西，停用后能正常饮食。3.有点便秘现象。4.平时就很少喝水的习惯。曾经治疗情况和效果：1.2012年9月24日，感觉胸闷，到县医院检查说是<entity>，2.到市医院做了插管引流，做了些CT、B超、胸片和积液化验的检查。确认是结核性胸膜炎。说肺下部因黏膜厚了不能张开，要锻炼肺部呼吸，不然就要动手术。3.住院20天后，肺部张开了点，出院回家吃抗结核药。4.大概过了20天回来复查，发现肝功能受到损伤，于是停用抗结核药，打保肝针。5.大概过了一个多星期，发现引流处鼓起一个大包，到市医院说是结核性脓肿，现已划开脓肿处，挤了很多黄颜色的脓肿，说要每天换药，等以后还要开刀。想得到怎样的帮助：1.请问一定要开刀吗？2.开刀后伤口听说不容易愈合，是不是真的？3.能不能同时，边吃抗结核药，边护肝？4.听说中医治疗可以让肝脏减少损伤是不是这样？
胸腔积液,症状,类肺炎性<entity>的症状有哪些
胸腔积液,症状,发现有包囊性<entity>，如何确诊是有结核性胸膜炎，还是肺癌或者其他病？我妈两周前突然咳嗽，胸闷，呼吸时背部疼痛，至萍乡市第一人民医院检查，发现有包囊性<entity>，打了2周的消炎药，咳嗽，胸闷症状有缓解，但是近几天都微烧，没有胃口，乏力，今天还有恶心干呕。曾经治疗情况和效果：外婆得肺癌过世。想得到怎样的帮助：如何确诊？
胸腔积液,症状,老年人<entity>的症状有哪些
胸腔积液,心悸,病情描述发病时间、主要症状、症状变化等）：问题描述：患者女55岁“双下肢浮肿半月”半月前无明显诱因出现双下肢浮肿以膝下明显为凹陷性偶伴有视物不清睁眼无力眼中异物感无发热腰痛尿频尿急尿痛无头晕头痛恶心呕吐等表现于6月22日到医院检查查尿常规示：比重1.010尿蛋白5g/l+++）潜血10mg/l+）上皮细胞+++）及少许白细胞；血生化示：总蛋白50.2g/l白蛋白20.6g/l白球比0.70总胆固醇12.21mmol/l甘油三脂4.50mmol/l低密度脂蛋白胆固醇8.19mmol/l非高密度脂蛋白胆固醇10.3mmol/l钾3.57mmol/l钙1.88mmol/l心电图示V4-V6导联T波低平低小.以“蛋白尿原因待查”收住院入院后完善相关检查肝功蛋白尿常规基本同前肝炎病毒学阴性抗核抗体谱全阴性免疫全套中lgM3.36g/l胸片示：左侧胸中内带不规则高密度影肺内病变?纵隔病变?于是立即行胸部CT检查示：影像描述为前纵隔内胸腺区域内可见一肿块影大小约为6&times;9&times;13cm呈软组织样密度其向左下胸腔内生长肿块边缘包膜完整与周围组织分界清晰未见向血管间隙内侵犯肿块内密度均匀增强后均匀性强化纵隔内脏器略显受压右移.意见：1前纵隔占位考虑胸腺瘤可能；2双肺未见实质性病灶；3心脏不大主动脉壁钙化；入院检查过程中给予活血治疗每天适当利尿治疗.相应图片在附件中）既往：患者在约半年前因“尿路感染”曾验过尿常规当时尿中只有白细胞未见蛋白尿；近半年来眼睛的异物感睁眼无力曾在眼科就诊结论为沙眼给予相关对症治疗一直无明显好转最近视物模糊.既往体健精神状况佳运动后无心悸胸闷无糖尿病既往血压偏低约90/60mmhg无相关家族史无药物过敏史.经确诊为胸外科疾病后转入胸外科准备手术治疗开始对症运用“人血白蛋白”10g/d开始补充一周治疗后白蛋白无明显改善仍为白蛋白20.1g/l.另甲状腺功能检查示：T30.94nmol/lT463.62nmol/lrT30.11nmol/lhTSH10.99uIU/ml现在针对以上情况我做为家属有以下几个问题请各位专家给予指点及帮助：1现在是否耐受手术若不能是在哪些方面?2低蛋白血症应如何纠正?加大剂量给人血白蛋白肾脏能否可以耐受?要补到什么程度可以手术?3怎么避免术后有可能出现的一些症状如全身浮肿<entity>咳嗽无力蛋白持续不升等?4比如肾病综合症甲减眼征都是与这个胸腺瘤有关吗?5术中及术后的风险在哪些方面?特此鸣谢!
胸腔积液,胸痛,"突然胸痛，发烧，偶尔咳嗽无痰，气促，，缺氧入院。CT：右肺严重不张，少量分隔性积液（3.5cm左右），PPD阳性1.5cm，痰检阴性。气管镜检查正常。白细胞超高。由于无法抽积液化验结核，医生按重症肺炎消炎治疗，出院时右肺下叶少量不张，少量包裹积液。出院2个月了，包裹积液逐步减少，现在是2.3x1.3x0.8cm,请问是不是可以排除结核性胸膜炎了？曾经治疗情况和效果：住过院想得到怎样的帮助：肺炎性<entity>还是结核胸膜炎？"
胸腔积液,胸痛,两侧阵发性胸痛3个月，？我的身体以前很好的，但是最近不怎么好，我的胸两侧阵发性的疼痛的，大约有2个月的时间了，我去医院做了检查，谁说有少量的<entity>，我治疗了一段时间没效果，我很郁闷，医生说可能是结核。。请问医生我的胸两侧阵发性的疼是不是结核呢？
胸腔积液,胸痛,发作性胸闷.胸痛.气短.胃痛CT发现有心包积液抽出为血性积液送病理见多个异型细胞胸部CT示前纵隔肿瘤.两侧少量<entity>心包增厚化验结果是HB16.8克每升胆红素略高.10月份20天前渐渐加重曾经治疗情况和效果：心包穿刺引流出约350毫升积液.想得到怎样的帮助：帮助在诊断和建议治疗方案
胸腔积液,胸痛,感觉胸闷，胸痛，拍了胸片发现<entity>，积液里没发现什么，查了
胸腔积液,胸痛,胸痛，CT显示<entity>呈包裹状
胸腔积液,利尿,病情描述发病时间、主要症状、症状变化等）：问题描述：患者女55岁“双下肢浮肿半月”半月前无明显诱因出现双下肢浮肿以膝下明显为凹陷性偶伴有视物不清睁眼无力眼中异物感无发热腰痛尿频尿急尿痛无头晕头痛恶心呕吐等表现于6月22日到医院检查查尿常规示：比重1.010尿蛋白5g/l+++）潜血10mg/l+）上皮细胞+++）及少许白细胞；血生化示：总蛋白50.2g/l白蛋白20.6g/l白球比0.70总胆固醇12.21mmol/l甘油三脂4.50mmol/l低密度脂蛋白胆固醇8.19mmol/l非高密度脂蛋白胆固醇10.3mmol/l钾3.57mmol/l钙1.88mmol/l心电图示V4-V6导联T波低平低小.以“蛋白尿原因待查”收住院入院后完善相关检查肝功蛋白尿常规基本同前肝炎病毒学阴性抗核抗体谱全阴性免疫全套中lgM3.36g/l胸片示：左侧胸中内带不规则高密度影肺内病变?纵隔病变?于是立即行胸部CT检查示：影像描述为前纵隔内胸腺区域内可见一肿块影大小约为6&times;9&times;13cm呈软组织样密度其向左下胸腔内生长肿块边缘包膜完整与周围组织分界清晰未见向血管间隙内侵犯肿块内密度均匀增强后均匀性强化纵隔内脏器略显受压右移.意见：1前纵隔占位考虑胸腺瘤可能；2双肺未见实质性病灶；3心脏不大主动脉壁钙化；入院检查过程中给予活血治疗每天适当利尿治疗.相应图片在附件中）既往：患者在约半年前因“尿路感染”曾验过尿常规当时尿中只有白细胞未见蛋白尿；近半年来眼睛的异物感睁眼无力曾在眼科就诊结论为沙眼给予相关对症治疗一直无明显好转最近视物模糊.既往体健精神状况佳运动后无心悸胸闷无糖尿病既往血压偏低约90/60mmhg无相关家族史无药物过敏史.经确诊为胸外科疾病后转入胸外科准备手术治疗开始对症运用“人血白蛋白”10g/d开始补充一周治疗后白蛋白无明显改善仍为白蛋白20.1g/l.另甲状腺功能检查示：T30.94nmol/lT463.62nmol/lrT30.11nmol/lhTSH10.99uIU/ml现在针对以上情况我做为家属有以下几个问题请各位专家给予指点及帮助：1现在是否耐受手术若不能是在哪些方面?2低蛋白血症应如何纠正?加大剂量给人血白蛋白肾脏能否可以耐受?要补到什么程度可以手术?3怎么避免术后有可能出现的一些症状如全身浮肿<entity>咳嗽无力蛋白持续不升等?4比如肾病综合症甲减眼征都是与这个胸腺瘤有关吗?5术中及术后的风险在哪些方面?特此鸣谢!
